return_id,order_item_id,reason,status,refunded_amount,created_at,updated_at
863,47912,wrong_item,refunded,594.16,2025-09-13 16:56:59+00,2025-09-15 16:56:59+00
864,47954,late_delivery,refunded,642.48,2025-09-13 23:41:17+00,2025-09-15 23:41:17+00
865,47968,defective,refunded,580.96,2025-09-13 02:32:26+00,2025-09-15 02:32:26+00
866,47973,damaged,refunded,844.1,2025-09-13 04:04:37+00,2025-09-15 04:04:37+00
867,47997,buyer_remorse,refunded,954.9,2025-09-13 22:06:14+00,2025-09-15 22:06:14+00
868,48021,defective,refunded,91.34,2025-09-14 06:18:46+00,2025-09-16 06:18:46+00
869,48085,defective,refunded,1736.94,2025-09-14 14:32:03+00,2025-09-16 14:32:03+00
870,48143,damaged,refunded,284.28,2025-09-15 19:26:51+00,2025-09-17 19:26:51+00
871,48274,defective,refunded,240.68,2025-09-17 22:24:22+00,2025-09-19 22:24:22+00
872,48340,buyer_remorse,refunded,844.1,2025-09-17 16:03:12+00,2025-09-19 16:03:12+00
873,48379,defective,refunded,1867.74,2025-09-17 07:42:13+00,2025-09-19 07:42:13+00
874,48388,buyer_remorse,refunded,1247.58,2025-09-17 21:28:41+00,2025-09-19 21:28:41+00
875,48432,wrong_item,refunded,63.88,2025-09-18 07:47:40+00,2025-09-20 07:47:40+00
876,48433,late_delivery,refunded,614.12,2025-09-18 06:11:30+00,2025-09-20 06:11:30+00
877,48580,buyer_remorse,refunded,535.44,2025-09-19 22:52:05+00,2025-09-21 22:52:05+00
878,48600,late_delivery,refunded,226.67,2025-09-20 18:56:31+00,2025-09-22 18:56:31+00
879,48636,late_delivery,refunded,1463.52,2025-09-20 06:26:46+00,2025-09-22 06:26:46+00
880,48786,size_fit,refunded,253.65,2025-09-21 12:25:35+00,2025-09-23 12:25:35+00
881,48832,buyer_remorse,refunded,746.64,2025-09-22 18:30:47+00,2025-09-24 18:30:47+00
882,48876,wrong_item,refunded,850.96,2025-09-22 09:26:52+00,2025-09-24 09:26:52+00
883,48879,buyer_remorse,refunded,2017.08,2025-09-22 08:01:38+00,2025-09-24 08:01:38+00
884,48881,buyer_remorse,refunded,614.12,2025-09-22 04:15:22+00,2025-09-24 04:15:22+00
885,49014,size_fit,refunded,742.52,2025-09-23 17:14:02+00,2025-09-25 17:14:02+00
886,49075,late_delivery,refunded,767.08,2025-09-24 10:29:00+00,2025-09-26 10:29:00+00
887,49097,size_fit,refunded,1483.92,2025-09-24 20:02:44+00,2025-09-26 20:02:44+00
888,49119,wrong_item,refunded,1203.4,2025-09-24 20:04:30+00,2025-09-26 20:04:30+00
889,49272,size_fit,refunded,1396.36,2025-09-26 00:29:00+00,2025-09-28 00:29:00+00
890,49386,buyer_remorse,refunded,324.51,2025-09-27 01:27:40+00,2025-09-29 01:27:40+00
891,49433,buyer_remorse,refunded,4271.22,2025-09-28 19:58:22+00,2025-09-30 19:58:22+00
892,49504,buyer_remorse,refunded,164.37,2025-09-29 03:08:33+00,2025-10-01 03:08:33+00
893,49567,damaged,refunded,258.13,2025-09-29 04:40:36+00,2025-10-01 04:40:36+00
894,49680,late_delivery,refunded,1026.02,2025-09-30 01:31:36+00,2025-10-02 01:31:36+00
895,49718,buyer_remorse,refunded,479.28,2025-09-30 14:54:09+00,2025-10-02 14:54:09+00
896,49749,damaged,refunded,414.6,2025-10-01 21:27:19+00,2025-10-03 21:27:19+00
897,49778,buyer_remorse,refunded,258.3,2025-10-01 08:19:20+00,2025-10-03 08:19:20+00
898,49779,defective,refunded,947.3,2025-10-01 21:42:45+00,2025-10-03 21:42:45+00
899,49859,defective,refunded,198.03,2025-10-02 22:48:52+00,2025-10-04 22:48:52+00
900,49887,buyer_remorse,refunded,93.07,2025-10-02 03:53:39+00,2025-10-04 03:53:39+00
901,49908,late_delivery,refunded,223.09,2025-10-02 21:47:24+00,2025-10-04 21:47:24+00
902,49930,late_delivery,refunded,201.64,2025-10-03 06:35:14+00,2025-10-05 06:35:14+00
903,49942,buyer_remorse,refunded,63.45,2025-10-03 15:28:39+00,2025-10-05 15:28:39+00
904,50076,size_fit,refunded,44.6,2025-10-04 12:53:24+00,2025-10-06 12:53:24+00
905,50108,buyer_remorse,refunded,324.51,2025-10-05 03:03:10+00,2025-10-07 03:03:10+00
906,50149,defective,refunded,479.28,2025-10-05 10:01:49+00,2025-10-07 10:01:49+00
907,50155,size_fit,refunded,1423.74,2025-10-05 22:45:12+00,2025-10-07 22:45:12+00
908,50182,size_fit,refunded,72.59,2025-10-05 07:34:35+00,2025-10-07 07:34:35+00
909,50191,damaged,refunded,48.7,2025-10-05 07:07:57+00,2025-10-07 07:07:57+00
910,50336,buyer_remorse,refunded,167.81,2025-10-07 00:33:39+00,2025-10-09 00:33:39+00
911,50341,defective,refunded,995.39,2025-10-07 15:20:17+00,2025-10-09 15:20:17+00
912,50357,size_fit,refunded,205.13,2025-10-07 22:45:33+00,2025-10-09 22:45:33+00
913,50424,late_delivery,refunded,3163.77,2025-10-08 23:10:23+00,2025-10-10 23:10:23+00
914,50635,damaged,refunded,2930.76,2025-10-09 22:11:22+00,2025-10-11 22:11:22+00
915,50696,buyer_remorse,refunded,657.85,2025-10-10 18:46:06+00,2025-10-12 18:46:06+00
916,50720,wrong_item,refunded,142.39,2025-10-10 21:06:16+00,2025-10-12 21:06:16+00
917,50810,late_delivery,refunded,1044.57,2025-10-10 21:18:27+00,2025-10-12 21:18:27+00
918,50823,wrong_item,refunded,1570.58,2025-10-10 03:17:50+00,2025-10-12 03:17:50+00
919,50853,late_delivery,refunded,669.87,2025-10-11 20:37:54+00,2025-10-13 20:37:54+00
920,50905,late_delivery,refunded,1122.8,2025-10-11 04:45:48+00,2025-10-13 04:45:48+00
921,50907,wrong_item,refunded,257.15,2025-10-11 06:23:23+00,2025-10-13 06:23:23+00
922,50908,wrong_item,refunded,314.13,2025-10-11 18:26:32+00,2025-10-13 18:26:32+00
923,50915,late_delivery,refunded,204.87,2025-10-11 09:15:19+00,2025-10-13 09:15:19+00
924,50930,buyer_remorse,refunded,121.12,2025-10-11 13:37:11+00,2025-10-13 13:37:11+00
925,50989,defective,refunded,454.82,2025-10-12 10:58:42+00,2025-10-14 10:58:42+00
926,51068,damaged,refunded,190.87,2025-10-12 08:10:12+00,2025-10-14 08:10:12+00
927,51069,late_delivery,refunded,1324.61,2025-10-12 10:27:40+00,2025-10-14 10:27:40+00
928,51196,defective,refunded,925.17,2025-10-13 14:48:53+00,2025-10-15 14:48:53+00
929,51240,buyer_remorse,refunded,193.89,2025-10-14 12:12:02+00,2025-10-16 12:12:02+00
930,51376,late_delivery,refunded,158.25,2025-10-15 21:27:13+00,2025-10-17 21:27:13+00
931,51419,buyer_remorse,refunded,1368.16,2025-10-15 09:36:24+00,2025-10-17 09:36:24+00
932,51482,defective,refunded,88.35,2025-10-16 11:51:18+00,2025-10-18 11:51:18+00
933,51532,defective,refunded,48.7,2025-10-16 11:32:29+00,2025-10-18 11:32:29+00
934,51581,size_fit,refunded,276.32,2025-10-17 21:39:37+00,2025-10-19 21:39:37+00
935,51714,buyer_remorse,refunded,297.07,2025-10-18 10:58:46+00,2025-10-20 10:58:46+00
936,51792,late_delivery,refunded,1985.49,2025-10-19 17:16:41+00,2025-10-21 17:16:41+00
937,51903,buyer_remorse,refunded,260.23,2025-10-20 22:16:39+00,2025-10-22 22:16:39+00
938,51999,size_fit,refunded,672.17,2025-10-21 14:54:27+00,2025-10-23 14:54:27+00
939,52117,size_fit,refunded,1639.57,2025-10-22 06:33:52+00,2025-10-24 06:33:52+00
940,52162,wrong_item,refunded,268.93,2025-10-22 21:09:41+00,2025-10-24 21:09:41+00
941,52181,defective,refunded,1509.8,2025-10-22 16:40:02+00,2025-10-24 16:40:02+00
942,52314,late_delivery,refunded,540.94,2025-10-24 10:43:16+00,2025-10-26 10:43:16+00
943,52409,buyer_remorse,refunded,311.19,2025-10-24 09:49:27+00,2025-10-26 09:49:27+00
944,52428,damaged,refunded,305.14,2025-10-25 23:42:40+00,2025-10-27 23:42:40+00
945,52457,size_fit,refunded,299.99,2025-10-25 19:49:46+00,2025-10-27 19:49:46+00
946,52496,buyer_remorse,refunded,469.97,2025-10-25 16:41:46+00,2025-10-27 16:41:46+00
947,52566,size_fit,refunded,168.99,2025-10-26 03:17:09+00,2025-10-28 03:17:09+00
948,52630,size_fit,refunded,1925.93,2025-10-26 02:07:01+00,2025-10-28 02:07:01+00
949,52639,size_fit,refunded,260.23,2025-10-27 21:48:33+00,2025-10-29 21:48:33+00
950,52655,defective,refunded,345.9,2025-10-27 03:44:56+00,2025-10-29 03:44:56+00
951,52666,late_delivery,refunded,303.69,2025-10-27 17:52:09+00,2025-10-29 17:52:09+00
952,52941,buyer_remorse,refunded,32.04,2025-10-29 16:23:20+00,2025-10-31 16:23:20+00
953,52961,wrong_item,refunded,111.06,2025-10-29 00:29:20+00,2025-10-31 00:29:20+00
954,52997,defective,refunded,614.12,2025-10-30 22:51:51+00,2025-11-01 22:51:51+00
955,53053,buyer_remorse,refunded,137.41,2025-10-30 06:04:10+00,2025-11-01 06:04:10+00
956,53089,buyer_remorse,refunded,758.75,2025-10-31 02:03:00+00,2025-11-02 02:03:00+00
957,53117,defective,refunded,197.66,2025-10-31 02:37:33+00,2025-11-02 02:37:33+00
958,53124,late_delivery,refunded,195.49,2025-10-31 00:43:25+00,2025-11-02 00:43:25+00
959,53170,late_delivery,refunded,129.25,2025-10-31 18:03:30+00,2025-11-02 18:03:30+00
960,53171,late_delivery,refunded,1867.74,2025-10-31 02:36:56+00,2025-11-02 02:36:56+00
961,53292,damaged,refunded,1054.59,2025-11-02 15:44:11+00,2025-11-04 15:44:11+00
962,53328,size_fit,refunded,995.39,2025-11-02 03:55:07+00,2025-11-04 03:55:07+00
963,53390,wrong_item,refunded,413.58,2025-11-02 15:16:36+00,2025-11-04 15:16:36+00
964,53535,damaged,refunded,1351.55,2025-11-04 07:00:28+00,2025-11-06 07:00:28+00
965,53619,buyer_remorse,refunded,483.41,2025-11-04 21:24:51+00,2025-11-06 21:24:51+00
966,53839,size_fit,refunded,349.94,2025-11-06 10:17:41+00,2025-11-08 10:17:41+00
967,53841,size_fit,refunded,539.53,2025-11-06 09:26:30+00,2025-11-08 09:26:30+00
968,53928,damaged,refunded,1927.05,2025-11-07 19:46:05+00,2025-11-09 19:46:05+00
969,53933,defective,refunded,3401.24,2025-11-07 05:12:35+00,2025-11-09 05:12:35+00
970,54010,size_fit,refunded,535.44,2025-11-08 02:10:28+00,2025-11-10 02:10:28+00
971,54203,wrong_item,refunded,138.65,2025-11-09 09:08:23+00,2025-11-11 09:08:23+00
972,54265,damaged,refunded,293.46,2025-11-09 03:44:06+00,2025-11-11 03:44:06+00
973,54308,wrong_item,refunded,454.87,2025-11-09 19:30:28+00,2025-11-11 19:30:28+00
974,54548,late_delivery,refunded,1414.26,2025-11-11 22:28:59+00,2025-11-13 22:28:59+00
975,54565,late_delivery,refunded,334.74,2025-11-11 16:20:46+00,2025-11-13 16:20:46+00
976,54570,damaged,refunded,574.29,2025-11-11 12:12:30+00,2025-11-13 12:12:30+00
977,54741,damaged,refunded,2245.6,2025-11-12 10:45:20+00,2025-11-14 10:45:20+00
978,54808,defective,refunded,174.97,2025-11-12 15:38:24+00,2025-11-14 15:38:24+00
979,54829,buyer_remorse,refunded,111.06,2025-11-12 18:36:44+00,2025-11-14 18:36:44+00
980,54894,late_delivery,refunded,311.29,2025-11-13 19:13:45+00,2025-11-15 19:13:45+00
981,54906,late_delivery,refunded,101.46,2025-11-13 20:10:38+00,2025-11-15 20:10:38+00
982,54946,damaged,refunded,672.17,2025-11-13 00:31:03+00,2025-11-15 00:31:03+00
983,54966,wrong_item,refunded,93.66,2025-11-13 10:29:04+00,2025-11-15 10:29:04+00
984,54979,size_fit,refunded,416.46,2025-11-13 18:51:57+00,2025-11-15 18:51:57+00
985,55048,buyer_remorse,refunded,1855.22,2025-11-14 06:40:55+00,2025-11-16 06:40:55+00
986,55146,buyer_remorse,refunded,202.34,2025-11-14 20:53:22+00,2025-11-16 20:53:22+00
987,55161,damaged,refunded,52.4,2025-11-14 20:10:06+00,2025-11-16 20:10:06+00
988,55239,late_delivery,refunded,219.33,2025-11-15 18:52:37+00,2025-11-17 18:52:37+00
989,55249,damaged,refunded,278.18,2025-11-15 13:30:46+00,2025-11-17 13:30:46+00
990,55251,wrong_item,refunded,138.65,2025-11-15 13:26:57+00,2025-11-17 13:26:57+00
991,55307,late_delivery,refunded,123.58,2025-11-15 16:12:17+00,2025-11-17 16:12:17+00
992,55390,buyer_remorse,refunded,533.54,2025-11-15 21:18:30+00,2025-11-17 21:18:30+00
993,55416,wrong_item,refunded,136.85,2025-11-16 03:21:29+00,2025-11-18 03:21:29+00
994,55451,defective,refunded,521.64,2025-11-16 15:34:55+00,2025-11-18 15:34:55+00
995,55541,defective,refunded,186.94,2025-11-16 14:52:03+00,2025-11-18 14:52:03+00
996,55621,defective,refunded,1161.92,2025-11-17 02:01:30+00,2025-11-19 02:01:30+00
997,55755,size_fit,refunded,96.35,2025-11-17 01:19:55+00,2025-11-19 01:19:55+00
998,55765,damaged,refunded,144.8,2025-11-17 10:45:03+00,2025-11-19 10:45:03+00
999,55770,wrong_item,refunded,474.36,2025-11-17 19:38:53+00,2025-11-19 19:38:53+00
1000,55826,wrong_item,refunded,180.92,2025-11-18 17:30:23+00,2025-11-20 17:30:23+00
1001,56019,size_fit,refunded,602.06,2025-11-19 17:12:21+00,2025-11-21 17:12:21+00
1002,56074,size_fit,refunded,93.33,2025-11-19 02:15:36+00,2025-11-21 02:15:36+00
1003,56115,damaged,refunded,159.67,2025-11-19 01:57:56+00,2025-11-21 01:57:56+00
1004,56219,size_fit,refunded,168.99,2025-11-20 19:49:54+00,2025-11-22 19:49:54+00
1005,56257,buyer_remorse,refunded,11.53,2025-11-20 06:02:22+00,2025-11-22 06:02:22+00
1006,56313,late_delivery,refunded,102.62,2025-11-20 05:20:07+00,2025-11-22 05:20:07+00
1007,56392,late_delivery,refunded,296.08,2025-11-21 15:14:32+00,2025-11-23 15:14:32+00
1008,56439,late_delivery,refunded,1513.61,2025-11-21 20:03:07+00,2025-11-23 20:03:07+00
1009,56483,damaged,refunded,419.18,2025-11-21 05:44:03+00,2025-11-23 05:44:03+00
1010,56484,late_delivery,refunded,1273.72,2025-11-21 17:46:32+00,2025-11-23 17:46:32+00
1011,56517,buyer_remorse,refunded,42.51,2025-11-22 20:40:55+00,2025-11-24 20:40:55+00
1012,56561,damaged,refunded,296.01,2025-11-22 17:27:35+00,2025-11-24 17:27:35+00
1013,56565,defective,refunded,230.32,2025-11-22 12:19:58+00,2025-11-24 12:19:58+00
1014,56580,late_delivery,refunded,215.34,2025-11-22 06:01:33+00,2025-11-24 06:01:33+00
1015,56633,damaged,refunded,213.35,2025-11-22 11:53:38+00,2025-11-24 11:53:38+00
1016,57002,buyer_remorse,refunded,472.08,2025-11-25 02:10:46+00,2025-11-27 02:10:46+00
1017,57106,wrong_item,refunded,884.8,2025-11-25 12:41:28+00,2025-11-27 12:41:28+00
1018,57139,size_fit,refunded,982.65,2025-11-25 19:53:22+00,2025-11-27 19:53:22+00
1019,57157,wrong_item,refunded,1346.63,2025-11-25 01:47:17+00,2025-11-27 01:47:17+00
1020,57218,wrong_item,refunded,142.59,2025-11-26 11:41:19+00,2025-11-28 11:41:19+00
1021,57225,late_delivery,refunded,129.44,2025-11-26 09:32:05+00,2025-11-28 09:32:05+00
1022,57267,late_delivery,refunded,14.12,2025-11-26 09:53:09+00,2025-11-28 09:53:09+00
1023,57274,late_delivery,refunded,129.53,2025-11-26 08:46:34+00,2025-11-28 08:46:34+00
1024,57314,size_fit,refunded,578.63,2025-11-26 13:51:26+00,2025-11-28 13:51:26+00
1025,57347,size_fit,refunded,1822.23,2025-11-26 05:22:09+00,2025-11-28 05:22:09+00
1026,57362,defective,refunded,219.0,2025-11-27 03:22:13+00,2025-11-29 03:22:13+00
1027,57445,buyer_remorse,refunded,1269.81,2025-11-27 09:26:45+00,2025-11-29 09:26:45+00
1028,57473,wrong_item,refunded,213.35,2025-11-27 11:26:24+00,2025-11-29 11:26:24+00
1029,57512,size_fit,refunded,1381.68,2025-11-28 05:58:48+00,2025-11-30 05:58:48+00
1030,57625,buyer_remorse,refunded,166.69,2025-11-28 03:01:23+00,2025-11-30 03:01:23+00
1031,57629,buyer_remorse,refunded,2678.52,2025-11-28 20:54:11+00,2025-11-30 20:54:11+00
1032,57635,late_delivery,refunded,599.98,2025-11-28 18:59:32+00,2025-11-30 18:59:32+00
1033,57661,damaged,refunded,264.2,2025-11-28 00:24:23+00,2025-11-30 00:24:23+00
1034,57664,late_delivery,refunded,316.91,2025-11-28 10:44:23+00,2025-11-30 10:44:23+00
1035,57743,size_fit,refunded,2604.96,2025-11-29 03:28:55+00,2025-12-01 03:28:55+00
1036,57816,damaged,refunded,140.68,2025-11-29 01:51:49+00,2025-12-01 01:51:49+00
1037,57836,buyer_remorse,refunded,1243.99,2025-11-29 00:32:37+00,2025-12-01 00:32:37+00
1038,57883,defective,refunded,49.32,2025-11-29 08:26:52+00,2025-12-01 08:26:52+00
1039,57939,damaged,refunded,3396.14,2025-11-30 07:10:37+00,2025-12-02 07:10:37+00
1040,57967,late_delivery,refunded,2396.16,2025-11-30 22:14:43+00,2025-12-02 22:14:43+00
1041,58053,defective,refunded,202.34,2025-11-30 09:09:31+00,2025-12-02 09:09:31+00
1042,58140,damaged,refunded,243.92,2025-12-01 09:30:58+00,2025-12-03 09:30:58+00
1043,58174,damaged,refunded,237.18,2025-12-01 00:40:55+00,2025-12-03 00:40:55+00
1044,58205,damaged,refunded,212.02,2025-12-01 03:08:31+00,2025-12-03 03:08:31+00
1045,58258,buyer_remorse,refunded,2927.04,2025-12-02 23:42:12+00,2025-12-04 23:42:12+00
1046,58277,size_fit,refunded,129.44,2025-12-02 10:36:12+00,2025-12-04 10:36:12+00
1047,58331,late_delivery,refunded,1021.33,2025-12-02 19:32:15+00,2025-12-04 19:32:15+00
1048,58434,buyer_remorse,refunded,267.34,2025-12-03 21:35:07+00,2025-12-05 21:35:07+00
1049,58544,late_delivery,refunded,1428.55,2025-12-03 07:04:32+00,2025-12-05 07:04:32+00
1050,58585,defective,refunded,431.53,2025-12-04 09:24:37+00,2025-12-06 09:24:37+00
1051,58603,late_delivery,refunded,281.36,2025-12-04 13:56:05+00,2025-12-06 13:56:05+00
1052,58626,size_fit,refunded,2370.86,2025-12-04 08:28:16+00,2025-12-06 08:28:16+00
1053,58689,damaged,refunded,720.3,2025-12-04 07:10:38+00,2025-12-06 07:10:38+00
1054,58743,late_delivery,refunded,110.61,2025-12-04 00:58:25+00,2025-12-06 00:58:25+00
1055,58746,late_delivery,refunded,141.79,2025-12-04 01:18:42+00,2025-12-06 01:18:42+00
1056,58771,defective,refunded,560.82,2025-12-05 08:00:04+00,2025-12-07 08:00:04+00
1057,58869,wrong_item,refunded,1119.67,2025-12-05 04:11:51+00,2025-12-07 04:11:51+00
1058,58971,buyer_remorse,refunded,96.72,2025-12-06 03:28:32+00,2025-12-08 03:28:32+00
1059,59097,damaged,refunded,3735.48,2025-12-06 19:21:19+00,2025-12-08 19:21:19+00
1060,59129,size_fit,refunded,103.63,2025-12-06 05:48:17+00,2025-12-08 05:48:17+00
1061,59176,late_delivery,refunded,1033.48,2025-12-07 16:50:52+00,2025-12-09 16:50:52+00
1062,59179,size_fit,refunded,52.03,2025-12-07 03:43:08+00,2025-12-09 03:43:08+00
1063,59180,defective,refunded,29.34,2025-12-07 02:51:50+00,2025-12-09 02:51:50+00
1064,59183,damaged,refunded,119.33,2025-12-07 15:38:33+00,2025-12-09 15:38:33+00
1065,59296,damaged,refunded,173.27,2025-12-07 08:45:31+00,2025-12-09 08:45:31+00
1066,59325,late_delivery,refunded,387.78,2025-12-07 16:33:47+00,2025-12-09 16:33:47+00
1067,59379,size_fit,refunded,886.72,2025-12-08 17:40:15+00,2025-12-10 17:40:15+00
1068,59458,damaged,refunded,453.34,2025-12-08 16:50:33+00,2025-12-10 16:50:33+00
1069,59490,buyer_remorse,refunded,1477.63,2025-12-08 07:41:26+00,2025-12-10 07:41:26+00
1070,59523,late_delivery,refunded,1247.58,2025-12-08 13:31:40+00,2025-12-10 13:31:40+00
1071,59569,wrong_item,refunded,123.58,2025-12-09 03:58:57+00,2025-12-11 03:58:57+00
1072,59595,buyer_remorse,refunded,1070.88,2025-12-09 00:29:37+00,2025-12-11 00:29:37+00
1073,59604,late_delivery,refunded,602.06,2025-12-09 19:54:07+00,2025-12-11 19:54:07+00
1074,59627,damaged,refunded,962.16,2025-12-09 17:45:12+00,2025-12-11 17:45:12+00
1075,59643,defective,refunded,111.61,2025-12-09 17:35:28+00,2025-12-11 17:35:28+00
1076,59652,damaged,refunded,256.6,2025-12-09 03:03:29+00,2025-12-11 03:03:29+00
1077,59783,defective,refunded,195.02,2025-12-10 09:43:44+00,2025-12-12 09:43:44+00
1078,59821,defective,refunded,522.0,2025-12-10 02:09:50+00,2025-12-12 02:09:50+00
1079,59834,size_fit,refunded,149.19,2025-12-10 05:26:51+00,2025-12-12 05:26:51+00
1080,59857,late_delivery,refunded,247.46,2025-12-10 02:14:58+00,2025-12-12 02:14:58+00
1081,59874,late_delivery,refunded,1247.58,2025-12-10 09:45:30+00,2025-12-12 09:45:30+00
1082,59888,wrong_item,refunded,200.92,2025-12-10 14:08:05+00,2025-12-12 14:08:05+00
1083,59960,defective,refunded,50.23,2025-12-10 19:49:21+00,2025-12-12 19:49:21+00
1084,60006,late_delivery,refunded,1077.42,2025-12-11 00:53:48+00,2025-12-13 00:53:48+00
1085,60060,size_fit,refunded,93.33,2025-12-11 12:48:48+00,2025-12-13 12:48:48+00
1086,60070,wrong_item,refunded,734.67,2025-12-11 09:50:17+00,2025-12-13 09:50:17+00
1087,60107,defective,refunded,226.67,2025-12-11 00:10:38+00,2025-12-13 00:10:38+00
1088,60119,wrong_item,refunded,194.9,2025-12-11 21:57:41+00,2025-12-13 21:57:41+00
1089,60155,buyer_remorse,refunded,180.68,2025-12-11 11:11:19+00,2025-12-13 11:11:19+00
1090,60243,buyer_remorse,refunded,142.59,2025-12-12 23:48:19+00,2025-12-14 23:48:19+00
1091,60254,defective,refunded,481.08,2025-12-12 19:10:41+00,2025-12-14 19:10:41+00
1092,60255,defective,refunded,1351.55,2025-12-12 12:53:36+00,2025-12-14 12:53:36+00
1093,60302,wrong_item,refunded,1118.65,2025-12-12 18:25:44+00,2025-12-14 18:25:44+00
1094,60354,buyer_remorse,refunded,130.3,2025-12-12 03:01:56+00,2025-12-14 03:01:56+00
1095,60382,wrong_item,refunded,159.67,2025-12-12 02:14:39+00,2025-12-14 02:14:39+00
1096,60393,damaged,refunded,623.3,2025-12-12 18:21:20+00,2025-12-14 18:21:20+00
1097,60479,buyer_remorse,refunded,850.96,2025-12-13 13:14:46+00,2025-12-15 13:14:46+00
1098,60491,size_fit,refunded,979.0,2025-12-13 07:29:58+00,2025-12-15 07:29:58+00
1099,60536,defective,refunded,257.15,2025-12-13 06:18:46+00,2025-12-15 06:18:46+00
1100,60575,late_delivery,refunded,905.95,2025-12-13 23:05:06+00,2025-12-15 23:05:06+00
1101,60635,wrong_item,refunded,1054.59,2025-12-14 14:07:45+00,2025-12-16 14:07:45+00
1102,60673,wrong_item,refunded,1267.56,2025-12-14 21:14:43+00,2025-12-16 21:14:43+00
1103,60711,late_delivery,refunded,666.77,2025-12-14 19:25:33+00,2025-12-16 19:25:33+00
1104,60837,defective,refunded,798.72,2025-12-14 05:28:55+00,2025-12-16 05:28:55+00
1105,60852,late_delivery,refunded,723.92,2025-12-14 16:47:31+00,2025-12-16 16:47:31+00
1106,60871,wrong_item,refunded,256.6,2025-12-15 05:23:19+00,2025-12-17 05:23:19+00
1107,60912,wrong_item,refunded,1021.33,2025-12-15 22:26:51+00,2025-12-17 22:26:51+00
1108,60966,wrong_item,refunded,934.45,2025-12-15 00:32:46+00,2025-12-17 00:32:46+00
1109,61001,defective,refunded,672.17,2025-12-15 20:27:22+00,2025-12-17 20:27:22+00
1110,61011,size_fit,refunded,613.26,2025-12-15 13:45:26+00,2025-12-17 13:45:26+00
1111,61157,late_delivery,refunded,652.3,2025-12-16 10:12:01+00,2025-12-18 10:12:01+00
1112,61187,size_fit,refunded,1849.88,2025-12-16 21:45:11+00,2025-12-18 21:45:11+00
1113,61221,size_fit,refunded,501.33,2025-12-16 17:33:07+00,2025-12-18 17:33:07+00
1114,61403,buyer_remorse,refunded,1087.16,2025-12-17 05:56:56+00,2025-12-19 05:56:56+00
1115,61453,late_delivery,refunded,140.23,2025-12-17 06:13:13+00,2025-12-19 06:13:13+00
1116,61499,buyer_remorse,refunded,585.3,2025-12-17 17:32:57+00,2025-12-19 17:32:57+00
1117,61500,defective,refunded,57.65,2025-12-17 00:25:52+00,2025-12-19 00:25:52+00
1118,61508,buyer_remorse,refunded,1017.06,2025-12-18 07:18:20+00,2025-12-20 07:18:20+00
1119,61567,defective,refunded,606.19,2025-12-18 03:34:39+00,2025-12-20 03:34:39+00
1120,61647,late_delivery,refunded,28.24,2025-12-18 16:47:55+00,2025-12-20 16:47:55+00
1121,61664,late_delivery,refunded,920.21,2025-12-18 06:16:25+00,2025-12-20 06:16:25+00
1122,61693,defective,refunded,142.39,2025-12-18 22:46:16+00,2025-12-20 22:46:16+00
1123,61704,buyer_remorse,refunded,496.3,2025-12-18 16:34:09+00,2025-12-20 16:34:09+00
1124,61748,buyer_remorse,refunded,1463.52,2025-12-19 01:31:56+00,2025-12-21 01:31:56+00
1125,61879,defective,refunded,93.33,2025-12-19 02:57:20+00,2025-12-21 02:57:20+00
1126,61923,wrong_item,refunded,108.34,2025-12-19 13:05:52+00,2025-12-21 13:05:52+00
1127,61934,wrong_item,refunded,469.97,2025-12-19 22:54:55+00,2025-12-21 22:54:55+00
1128,61997,defective,refunded,930.61,2025-12-20 08:33:49+00,2025-12-22 08:33:49+00
1129,62044,late_delivery,refunded,453.2,2025-12-20 20:00:03+00,2025-12-22 20:00:03+00
1130,62090,late_delivery,refunded,528.75,2025-12-20 08:46:32+00,2025-12-22 08:46:32+00
1131,62116,defective,refunded,469.97,2025-12-20 02:27:24+00,2025-12-22 02:27:24+00
1132,62134,size_fit,refunded,1358.35,2025-12-20 01:26:46+00,2025-12-22 01:26:46+00
1133,62187,damaged,refunded,31.94,2025-12-21 13:29:58+00,2025-12-23 13:29:58+00
1134,62201,wrong_item,refunded,164.37,2025-12-21 17:25:48+00,2025-12-23 17:25:48+00
1135,62211,wrong_item,refunded,177.38,2025-12-21 18:16:17+00,2025-12-23 18:16:17+00
1136,62239,size_fit,refunded,32.04,2025-12-21 05:03:36+00,2025-12-23 05:03:36+00
1137,62330,buyer_remorse,refunded,321.3,2025-12-21 15:24:55+00,2025-12-23 15:24:55+00
1138,62402,wrong_item,refunded,132.1,2025-12-22 14:09:20+00,2025-12-24 14:09:20+00
1139,62490,defective,refunded,187.23,2025-12-22 20:23:10+00,2025-12-24 20:23:10+00
1140,62497,buyer_remorse,refunded,96.26,2025-12-22 06:17:44+00,2025-12-24 06:17:44+00
1141,62540,size_fit,refunded,508.85,2025-12-22 09:33:53+00,2025-12-24 09:33:53+00
1142,62554,damaged,refunded,54.74,2025-12-22 03:36:23+00,2025-12-24 03:36:23+00
1143,62686,defective,refunded,52.87,2025-12-23 15:41:01+00,2025-12-25 15:41:01+00
1144,62722,wrong_item,refunded,223.29,2025-12-23 00:56:19+00,2025-12-25 00:56:19+00
1145,62730,size_fit,refunded,925.17,2025-12-23 20:41:41+00,2025-12-25 20:41:41+00
